[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	7/21/2022 7:37:25 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:20:35 PM	1	1	NPOC	32.86	33.76	9.360	9.617	NPOC:9.617mg/L	NPOC:9.617mg/L	*******	0.6438	1.91	0.1834	1.91	88	1	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:23:23 PM	1	2	NPOC	33.02	33.76	9.405	9.617	NPOC:9.617mg/L	NPOC:9.617mg/L	*******	0.6438	1.91	0.1834	1.91	88	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:26:11 PM	1	3	NPOC	34.14	33.76	9.724	9.617	NPOC:9.617mg/L	NPOC:9.617mg/L	*******	0.6438	1.91	0.1834	1.91	88	0	50	1.000	
Unknown	NPOC	chk-std-10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:28:58 PM	1	4	NPOC	34.13	33.76	9.721	9.617	NPOC:9.617mg/L	NPOC:9.617mg/L	*******	0.6438	1.91	0.1834	1.91	88	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0284	diluted3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:36:58 PM	1	1	NPOC	21.94	22.07	6.249	6.285	NPOC:6.285mg/L	NPOC:6.285mg/L	*******	0.1701	0.77	0.04845	0.77	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0284	diluted3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:39:28 PM	1	2	NPOC	22.00	22.07	6.266	6.285	NPOC:6.285mg/L	NPOC:6.285mg/L	*******	0.1701	0.77	0.04845	0.77	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0284	diluted3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:41:57 PM	1	3	NPOC	22.26	22.07	6.340	6.285	NPOC:6.285mg/L	NPOC:6.285mg/L	*******	0.1701	0.77	0.04845	0.77	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0285	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:49:36 PM	1	1	NPOC	21.91	22.31	6.241	6.356	NPOC:6.356mg/L	NPOC:6.356mg/L	*******	0.3953	1.77	0.1126	1.77	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0285	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:52:13 PM	1	2	NPOC	22.33	22.31	6.360	6.356	NPOC:6.356mg/L	NPOC:6.356mg/L	*******	0.3953	1.77	0.1126	1.77	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0285	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 12:54:59 PM	1	3	NPOC	22.70	22.31	6.466	6.356	NPOC:6.356mg/L	NPOC:6.356mg/L	*******	0.3953	1.77	0.1126	1.77	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0286	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:02:44 PM	1	1	NPOC	23.38	24.24	6.659	6.904	NPOC:6.904mg/L	NPOC:6.904mg/L	*******	0.4216	1.74	0.1201	1.74	3	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0286	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:05:13 PM	1	2	NPOC	23.75	24.24	6.765	6.904	NPOC:6.904mg/L	NPOC:6.904mg/L	*******	0.4216	1.74	0.1201	1.74	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0286	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:07:48 PM	1	3	NPOC	24.47	24.24	6.970	6.904	NPOC:6.904mg/L	NPOC:6.904mg/L	*******	0.4216	1.74	0.1201	1.74	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0286	diluted 3x	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:10:28 PM	1	4	NPOC	24.49	24.24	6.976	6.904	NPOC:6.904mg/L	NPOC:6.904mg/L	*******	0.4216	1.74	0.1201	1.74	3	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:17:46 PM	1	1	NPOC	0.7143	0.8004	0.2035	0.2280	NPOC:0.2280mg/L	NPOC:0.2280mg/L	*******	0.09139	11.42	0.02603	11.42	4	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:19:53 PM	1	2	NPOC	0.8963	0.8004	0.2553	0.2280	NPOC:0.2280mg/L	NPOC:0.2280mg/L	*******	0.09139	11.42	0.02603	11.42	4	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 1:22:00 PM	1	3	NPOC	0.7906	0.8004	0.2252	0.2280	NPOC:0.2280mg/L	NPOC:0.2280mg/L	*******	0.09139	11.42	0.02603	11.42	4	0	50	1.000	
Unknown	NPOC	chk-std 10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 2:52:09 PM	1	1	NPOC	33.67	33.81	9.590	9.630	NPOC:9.630mg/L	NPOC:9.630mg/L	*******	0.2512	0.74	0.07155	0.74	86	0	50	1.000	
Unknown	NPOC	chk-std 10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 2:55:03 PM	1	2	NPOC	33.66	33.81	9.588	9.630	NPOC:9.630mg/L	NPOC:9.630mg/L	*******	0.2512	0.74	0.07155	0.74	86	0	50	1.000	
Unknown	NPOC	chk-std 10ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 2:57:53 PM	1	3	NPOC	34.10	33.81	9.713	9.630	NPOC:9.630mg/L	NPOC:9.630mg/L	*******	0.2512	0.74	0.07155	0.74	86	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0271		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:06:37 PM	1	1	NPOC	164.4	165.1	46.83	47.02	NPOC:47.02mg/L	NPOC:47.02mg/L	*******	0.5859	0.35	0.1669	0.35	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0271		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:09:42 PM	1	2	NPOC	165.3	165.1	47.08	47.02	NPOC:47.02mg/L	NPOC:47.02mg/L	*******	0.5859	0.35	0.1669	0.35	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0271		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:12:45 PM	1	3	NPOC	165.5	165.1	47.14	47.02	NPOC:47.02mg/L	NPOC:47.02mg/L	*******	0.5859	0.35	0.1669	0.35	1	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0272		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:21:09 PM	1	1	NPOC	88.61	88.91	25.24	25.32	NPOC:25.32mg/L	NPOC:25.32mg/L	*******	0.7504	0.84	0.2137	0.84	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0272		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:24:06 PM	1	2	NPOC	88.35	88.91	25.17	25.32	NPOC:25.32mg/L	NPOC:25.32mg/L	*******	0.7504	0.84	0.2137	0.84	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0272		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:27:01 PM	1	3	NPOC	89.76	88.91	25.57	25.32	NPOC:25.32mg/L	NPOC:25.32mg/L	*******	0.7504	0.84	0.2137	0.84	2	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0273		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:35:33 PM	1	1	NPOC	127.3	128.7	36.26	36.65	NPOC:36.65mg/L	NPOC:36.65mg/L	*******	1.795	1.40	0.5114	1.40	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0273		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:38:35 PM	1	2	NPOC	128.0	128.7	36.46	36.65	NPOC:36.65mg/L	NPOC:36.65mg/L	*******	1.795	1.40	0.5114	1.40	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0273		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:41:35 PM	1	3	NPOC	130.7	128.7	37.23	36.65	NPOC:36.65mg/L	NPOC:36.65mg/L	*******	1.795	1.40	0.5114	1.40	3	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0274		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:49:45 PM	1	1	NPOC	104.7	106.4	29.82	30.31	NPOC:30.31mg/L	NPOC:30.31mg/L	*******	1.652	1.55	0.4706	1.55	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0274		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:52:44 PM	1	2	NPOC	106.5	106.4	30.34	30.31	NPOC:30.31mg/L	NPOC:30.31mg/L	*******	1.652	1.55	0.4706	1.55	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0274		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 3:55:47 PM	1	3	NPOC	108.0	106.4	30.76	30.31	NPOC:30.31mg/L	NPOC:30.31mg/L	*******	1.652	1.55	0.4706	1.55	4	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0275		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:04:24 PM	1	1	NPOC	106.2	106.7	30.25	30.39	NPOC:30.39mg/L	NPOC:30.39mg/L	*******	1.418	1.33	0.4038	1.33	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0275		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:07:19 PM	1	2	NPOC	105.6	106.7	30.08	30.39	NPOC:30.39mg/L	NPOC:30.39mg/L	*******	1.418	1.33	0.4038	1.33	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0275		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:10:10 PM	1	3	NPOC	108.3	106.7	30.85	30.39	NPOC:30.39mg/L	NPOC:30.39mg/L	*******	1.418	1.33	0.4038	1.33	5	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0276		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:18:28 PM	1	1	NPOC	116.5	118.1	33.18	33.64	NPOC:33.64mg/L	NPOC:33.64mg/L	*******	1.833	1.55	0.5221	1.55	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0276		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:21:29 PM	1	2	NPOC	117.7	118.1	33.53	33.64	NPOC:33.64mg/L	NPOC:33.64mg/L	*******	1.833	1.55	0.5221	1.55	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0276		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:24:32 PM	1	3	NPOC	120.1	118.1	34.21	33.64	NPOC:33.64mg/L	NPOC:33.64mg/L	*******	1.833	1.55	0.5221	1.55	6	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0277		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:33:18 PM	1	1	NPOC	120.3	119.7	34.27	34.09	NPOC:34.09mg/L	NPOC:34.09mg/L	*******	0.6506	0.54	0.1853	0.54	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0277		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:36:22 PM	1	2	NPOC	119.7	119.7	34.10	34.09	NPOC:34.09mg/L	NPOC:34.09mg/L	*******	0.6506	0.54	0.1853	0.54	7	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0277		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_07_20_10_14_18.cal	1.00			7/20/2022 4:39:23 PM	1	3	NPOC	119.0	119.7	33.90	34.09	NPOC:34.09mg/L	NPOC:34.09mg/L	*******	0.6506	0.54	0.1853	0.54	7	0	50	1.000	
